,AirportCode,CityCode,CountryCode,LocationType,Names,UtcOffset,TimeZoneId,Latitude,Longitude
1360,YZR,YZR,CA,Airport,Sarnia,-05:00,America/Toronto,42.9994,-82.3089
1361,YZV,YZV,CA,Airport,Sept-Iles,-05:00,America/Toronto,50.2233,-66.2656
1362,ZAD,ZAD,HR,Airport,Zadar,+01:00,Europe/Zagreb,44.1083,15.3467
1363,ZAG,ZAG,HR,Airport,Zagreb,+01:00,Europe/Zagreb,45.7431,16.0689
1364,ZAL,ZAL,CL,Airport,Valdivia,-04:00,America/Santiago,-39.6494,-73.0864
1365,ZAQ,NUE,DE,Rail Station,Nuremberg Rail Station,+01:00,Europe/Berlin,49.445,11.0825
1366,ZBA,EAP,CH,Rail Station,Basel Bad Rail Station,+01:00,Europe/Zurich,47.5678,7.6083
1367,ZBF,ZBF,CA,Airport,Bathurst,-04:00,America/Halifax,47.6297,-65.7389
1368,ZCO,ZCO,CL,Airport,Temuco,-04:00,America/Santiago,-38.9269,-72.6469
1369,ZDH,EAP,CH,Rail Station,Basel/Mulhouse SBB,+01:00,Europe/Zurich,47.5478,7.5897
1370,ZDI,ZDI,CH,Rail Station,Bellinzona Rail Station,+01:00,Europe/Zurich,46.2,9.0167
1371,ZDJ,BRN,CH,Rail Station,Berne Rail Station,+01:00,Europe/Zurich,46.9194,7.5
1372,ZEU,ZEU,DE,Rail Station,Goettingen Rail Station,+01:00,Europe/Berlin,51.5367,9.9269
1373,ZHF,ZHF,CH,Rail Station,Fribourg Rail Station,+01:00,Europe/Zurich,46.8,7.15
1374,ZHT,GVA,CH,Rail Station,Geneva Rail Station,+01:00,Europe/Zurich,46.2,6.1667
1375,ZIH,ZIH,MX,Airport,Ixtapa/Zihuatanejo International,-06:00,America/Mexico_City,17.6017,-101.4606
1376,ZIN,ZIN,CH,Rail Station,Interlaken Ost Rail Station,+01:00,Europe/Zurich,46.6833,7.85
1377,ZMB,HAM,DE,Rail Station,Hamburg Hbf Rail Station,+01:00,Europe/Berlin,53.5531,10.0067
1378,ZMU,MUC,DE,Rail Station,Munich Hbf Rail Station,+01:00,Europe/Berlin,48.1411,11.5544
1379,ZNS,ZNS,DE,Bus Station,Kempten,+01:00,Europe/Berlin,47.7119,10.3181
1380,ZNZ,ZNZ,TZ,Airport,Zanzibar,+03:00,Africa/Dar_es_Salaam,-6.2219,39.225
1381,ZOS,ZOS,CL,Airport,Osorno,-04:00,America/Santiago,-40.6114,-73.0606
1382,ZPE,ZPE,DE,Rail Station,Muenster/Osnabrueck Rail Station Osnabr,+01:00,Europe/Berlin,52.2728,8.0606
1383,ZQN,ZQN,NZ,Airport,Queenstown,+12:00,Pacific/Auckland,-45.0183,168.7467
1384,ZRB,FRA,DE,Rail Station,Frankfurt Hbf Rail Station,+01:00,Europe/Berlin,50.1067,8.6631
1385,ZRH,ZRH,CH,Airport,Zurich,+01:00,Europe/Zurich,47.4647,8.5492
1386,ZSB,SZG,AT,Rail Station,Salzburg Railway Station,+01:00,Europe/Vienna,47.8131,13.0458
1387,ZTH,ZTH,GR,Airport,Zakinthos,+02:00,Europe/Athens,37.7508,20.8842
1388,ZUH,ZUH,CN,Airport,Zhuhai,+08:00,Asia/Shanghai,22.0067,113.3761
1389,ZVR,HAJ,DE,Rail Station,Hannover Hbf Rail Station,+01:00,Europe/Berlin,52.3772,9.7419
1390,ZWS,STR,DE,Rail Station,Stuttgart Rail Station,+01:00,Europe/Berlin,48.7836,9.1814
1391,ZYI,ZYI,CN,Airport,Zunyi Xinzhou,+08:00,Asia/Shanghai,27.8111,107.2461
